XF31B-0600-0001	 Electrical Cable Trench Plan For Unit 600 (1)	 1A	 1	 2020-02-03 00:00:00	 1	 
XF31B-0600-0002	 Electrical Cable Trench Plan For Unit 600 (2)	 1A	 1	 2020-02-03 00:00:00	 1	 
XF31B-0600-0051	 Pipe Sleeper Unit 600	 1A	 1	 2020-01-06 00:00:00	 1	 
XF31B-0830-0001	 Electrical Cable Trench Plan For Unit 830 (1)	 1B	 1	 2020-02-18 00:00:00	 1	 
XF31B-0830-0002	 Electrical Cable Trench Plan For Unit 830 (2)	 1A	 1	 2020-02-03 00:00:00	 1	 
XF31B-0830-0003	 Electrical Cable Trench Plan For Unit 830 (3)	 1A	 1	 2020-02-03 00:00:00	 1	 
XF31B-0830-0051	 Pipe Sleeper Unit 830	 1A	 1	 2020-01-06 00:00:00	 1	 
XF31B-0840-0051	 Pipe Sleeper Unit 840	 1A	 1	 2020-01-06 00:00:00	 1	 
XF31B-0860-0001	 Electrical Cable Trench Plan For Unit 860 (1)	 1B	 1	 2020-02-18 00:00:00	 1	 
XF31B-0860-0002	 Electrical Cable Trench Plan For Unit 860 (2)	 1B	 1	 2020-02-18 00:00:00	 1	 
XF31B-0860-0051	 Pipe Sleeper Unit 860	 1A	 1	 2020-01-06 00:00:00	 1	 
XF31B-0870-0051	 Pipe Sleeper Unit 870	 1A	 1	 2020-01-06 00:00:00	 1	 
XF31B-0880-0001	 Electrical Cable Trench Plan For Unit 880 (1)	 1B	 1	 2020-02-18 00:00:00	 1	 
XF31B-0880-0002	 Electrical Cable Trench Plan For Unit 880 (2)	 1B	 1	 2020-02-18 00:00:00	 1	 
XF31B-0880-0003	 Electrical Cable Trench Plan For Unit 880 (3)	 1B	 1	 2020-02-18 00:00:00	 1	 
XF31B-0880-0051	 Pipe Sleeper Unit 880	 1A	 1	 2020-01-06 00:00:00	 1	 
XF31B-0890-0051	 Pipe Sleeper Unit 890	 1A	 1	 2020-01-06 00:00:00	 1	 
XF31B-0910-0001	 Electrical Cable Trench Plan For Unit 910 (1)	 1A	 1	 2020-02-03 00:00:00	 1	 
XF31B-0910-0002	 Electrical Cable Trench Plan For Unit 910 (2)	 1A	 1	 2020-02-03 00:00:00	 1	 
XF31B-0910-0051	 Pipe Sleeper Unit 910	 1A	 1	 2020-01-06 00:00:00	 1	 
XF31B-0930-0001	 Electrical Cable Trench Plan For Unit 930 (1)	 1A	 1	 2020-02-03 00:00:00	 1	 
XF31B-0930-0002	 Electrical Cable Trench Plan For Unit 930 (2)	 1B	 1	 2020-02-18 00:00:00	 1	 
XF31B-0930-0051	 Pipe Sleeper Unit 930	 1A	 1	 2020-01-06 00:00:00	 1	 
XF31C-0000-0001	 Paving Plan Overall Layout	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0000-0002	 Paving Details (1)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0000-0003	 Paving Details (2)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0000-0004	 Paving Details (3)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0000-0005	 Paving Details (4)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0100-0001	 Paving Plan For Unit 100 (1)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0100-0002	 Paving Plan For Unit 100 (2)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0100-0003	 Paving Plan For Unit 100 (3)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0100-0004	 Paving Plan For Unit 100 (4)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0400-0001	 Paving Plan For Unit 400 (1)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0400-0002	 Paving Plan For Unit 400 (2)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0600-0001	 Paving Plan For Unit 600 (1)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0830-0001	 Paving Plan For Unit 830 (1)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0830-0002	 Paving Plan For Unit 830 (2)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0840-0001	 Paving Plan For Unit 840 (1)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0860-0001	 Paving Plan For Unit 860 (1)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0870-0001	 Paving Plan For Unit 870 (1)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0870-0002	 Paving Plan For Unit 870 (2)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0880-0001	 Paving Plan For Unit 880 (1)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0890-0001	 Paving Plan For Unit 890 (1)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0890-0002	 Paving Plan For Unit 890 (2)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0910-0001	 Paving Plan For Unit 910 (1)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0910-0002	 Paving Plan For Unit 910 (2)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0930-0001	 Paving Plan For Unit 930 (1)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31C-0930-0002	 Paving Plan For Unit 930 (2)	 1	 1	 2019-10-30 00:00:00	 1	 
XF31D-0000-0001	 Road and Storm Water Drainage System Overall Layout	 1	 1	 2019-08-29 00:00:00	 1	 
XF31D-0000-0001C	 Clean Storm Water Drainage System Hydraulic Calculation Sheet	 1	 1	 2019-08-29 00:00:00	 1	 
XF31D-0000-0002	 Road and Storm Water Drainage System Plan (1)	 1A	 1	 2020-02-06 00:00:00	 1	 
XF31D-0000-0002C	 Road Structure Calculation Sheet	 1	 1	 2019-10-08 00:00:00	 1	 
XF31D-0000-0003	 Road and Storm Water Drainage System Plan (2)	 1A	 1	 2020-02-06 00:00:00	 1	 
XF31D-0000-0004	 Road and Storm Water Drainage System Plan (3)	 1A	 1	 2020-02-06 00:00:00	 1	 
XF31D-0000-0005	 Road and Storm Water Drainage System Plan (4)	 1A	 1	 2020-02-06 00:00:00	 1	 
XF31D-0000-0006	 Road and Storm Water Drainage System Plan (5)	 1	 1	 2019-08-29 00:00:00	 1	 
XF31D-0000-0007	 Road and Storm Water Drainage System Plan (6)	 1A	 1	 2020-02-06 00:00:00	 1	 
XF31D-0000-0008	 Road and Storm Water Drainage System Plan (7)	 1A	 1	 2020-02-06 00:00:00	 1	 
XF31D-0000-0009	 Road and Storm Water Drainage System Details (1)	 1A	 1	 2020-02-06 00:00:00	 1	 
XF31D-0000-0010	 Road and Storm Water Drainage System Details (2)	 1	 1	 2019-08-29 00:00:00	 1	 
XF31D-0000-0011	 Road and Storm Water Drainage System Details (3)	 1A	 1	 2020-02-06 00:00:00	 1	 
XF31D-0000-0012	 Road and Storm Water Drainage System Details (4)	 1A	 1	 2020-02-06 00:00:00	 1	 
XF31D-0000-0013	 Road and Storm Water Drainage System Details (5)	 1	 1	 2019-08-29 00:00:00	 1	 
XF31D-0000-0101	 Traffic Sign & Marking Overall Layout	 1	 1	 2019-10-22 00:00:00	 1	 
XF31D-0000-0102	 Traffic Sign & Marking Plan (1)	 1	 1	 2019-10-22 00:00:00	 1	 
XF31D-0000-0103	 Traffic Sign & Marking Plan (2)	 1	 1	 2019-10-22 00:00:00	 1	 
XF31D-0000-0104	 Traffic Sign & Marking Plan (3)	 1	 1	 2019-10-22 00:00:00	 1	 
XF31D-0000-0105	 Traffic Sign & Marking Plan (4)	 1	 1	 2019-10-22 00:00:00	 1	 
XF31D-0000-0106	 Traffic Sign & Marking Plan (5)	 1	 1	 2019-10-22 00:00:00	 1	 
XF31D-0000-0107	 Traffic Sign & Marking Plan (6)	 1	 1	 2019-10-22 00:00:00	 1	 
XF31D-0000-0108	 Traffic Sign & Marking Plan (7)	 1	 1	 2019-10-22 00:00:00	 1	 
XF31D-0000-0109	 Traffic Sign & Marking  Details (1)	 1	 1	 2019-10-22 00:00:00	 1	 
XF31D-0000-0110	 Traffic Sign & Marking  Details (2)	 1	 1	 2019-10-22 00:00:00	 1	 
XF31M-0000-0001	 U/G Sewer System Manhole Details (1)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0002	 U/G Sewer System Manhole Details (2)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0003	 U/G Sewer System Manhole Details (3)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0004	 U/G Sewer System Manhole Details (4)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0005	 U/G Sewer System Manhole Details (5)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0006	 U/G Sewer System Manhole Details (6)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0011	 U/G Sewer System Catch Basin Details (1)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0012	 U/G Sewer System Catch Basin Details (2)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0013	 U/G Sewer System Catch Basin Details (3)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0021	 U/G Sewer System Valbe Box Details (1)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0022	 U/G Sewer System Valbe Box Details (2)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0023	 U/G Sewer System Valbe Box Details (3)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0024	 U/G Sewer System Valbe Box Details (4)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0025	 U/G Sewer System Valbe Box Details (5)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0026	 U/G Sewer System Valbe Box Details (6)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF31M-0000-0031	 U/G Sewer System Clean Out Details	 1	 1	 2019-10-04 00:00:00	 1	 
XF31M-0000-0041	 Hose Box Foundation Detail	 1	 1	 2019-10-04 00:00:00	 1	 
XF32A-0100-0001	 Concrete Pit For SU-08601 Process Waste water Sump Plan	 1	 1	 2019-10-17 00:00:00	 1	 
XF32A-0100-0001C	 Calculation Sheet for Concrete Pit for SU-08601 Process Waste water Sump	 1	 1	 2019-10-17 00:00:00	 1	 
XF32A-0100-0002	 Concrete Pit for SU-08601 Process Waste water Sump Section (1)	 1	 1	 2019-10-17 00:00:00	 1	 
XF32A-0100-0003	 Concrete Pit for SU-08601 Process Waste water Sump Section (2)	 1	 1	 2019-10-17 00:00:00	 1	 
XF32A-0100-0004	 Concrete Pit for SU-08601 Process Waste water Sump (3)	 1	 1	 2019-10-17 00:00:00	 1	 
XF32A-0400-0001	 Concrete Pit for SU-08304 Fire Water Sump Plan (1)	 1	 1	 2020-01-22 00:00:00	 1	 
XF32A-0400-0001C	 Calculation Sheet for Concrete Pit for SU-08304 Fire Water Sump	 1	 1	 2020-01-22 00:00:00	 1	 
XF32A-0400-0002	 Concrete Pit for SU-08304 Fire Water Sump Plan (2)	 1	 1	 2020-01-22 00:00:00	 1	 
XF32A-0400-0003	 Concrete Pit for SU-08304 Fire Water Sump Elevation (1)	 1	 1	 2020-01-22 00:00:00	 1	 
XF32A-0400-0004	 Concrete Pit for SU-08304 Fire Water Sump Elevation (2)	 1	 1	 2020-01-22 00:00:00	 1	 
XF32A-0400-0005	 Concrete Pit for SU-08304 Fire Water Sump Elevation (3)	 1	 1	 2020-01-22 00:00:00	 1	 
XF32A-0400-0006	 Concrete Pit for SU-08304 Fire Water Sump Detail	 1	 1	 2020-01-22 00:00:00	 1	 
XF32A-0600-0001	 Concrete Pit for SU-08615 Oily Wastewater Sump-5 Plan & Elevation	 X	 1	 2020-01-31 00:00:00	 1	 
XF32A-0600-0001C	 Calculation Sheet for Concrete Pit for SU-08615 SU-08615 Oily Wastewater Sump-5	 X	 1	 2020-01-31 00:00:00	 1	 
XF32A-0600-0002	 Concrete Pit for SU-08615 Oily Wastewater Sump-5 Detail	 X	 1	 2020-01-31 00:00:00	 1	 
XF32A-0600-0011	 Concrete Pit for SU-08607 Sanitary Wastewater Sump-2 Plan	 X	 1	 2019-11-15 00:00:00	 1	 
XF32A-0600-0011C	 Calculation Sheet for Concrete Pit for SU-08607 Sanitary Wastewater Sump-2	 X	 1	 2019-11-15 00:00:00	 1	 
XF32A-0600-0012	 Concrete Pit for SU-08607 Sanitary Wastewater Sump-2  Elevation	 X	 1	 2019-11-15 00:00:00	 1	 
XF32A-0600-0013	 Concrete Pit for SU-08607 Sanitary Wastewater Sump-2  Detail	 X	 1	 2019-11-15 00:00:00	 1	 
XF32A-0600-0021	 Concrete Pit for SU-08603 Equalization Sump Plan	 1	 1	 2019-11-08 00:00:00	 1	 
XF32A-0600-0021C	 Calculation Sheet for Concrete Pit for SU-08603 Equalization Sump	 1	 1	 2019-11-08 00:00:00	 1	 
XF32A-0600-0022	 Concrete Pit for SU-08603 Equalization Sump Section & Detail	 1	 1	 2019-11-08 00:00:00	 1	 
XF32A-0830-0001	 Concrete Pit for SU-08604 Recovery Water Sump Plan (1)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF32A-0830-0001C	 Calculation Sheet for Concrete Pit for SU-08604 Recovery Water Sump	 1	 1	 2019-11-28 00:00:00	 1	 
XF32A-0830-0002	 Concrete Pit for SU-08604 Recovery Water Sump Plan (2)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF32A-0830-0003	 Concrete Pit for SU-08604 Recovery Water Sump Elevation (1)	 1A	 1	 2020-02-11 00:00:00	 1	 
XF32A-0830-0004	 Concrete Pit for SU-08604 Recovery Water Sump Detail	 1A	 1	 2020-02-11 00:00:00	 1	 
XF32A-0830-0011	 Concrete Pit for SU-08611 Oily Wastewater Sump-2 Plan	 1	 1	 2019-12-18 00:00:00	 1	 
XF32A-0830-0011C	 Calculation Sheet for Concrete Pit for SU-08611 Oily Wastewater Sump-2	 1	 1	 2019-12-18 00:00:00	 1	 
XF32A-0830-0012	 Concrete Pit for SU-08611 Oily Wastewater Sump-2 Elevation & Detail	 1	 1	 2019-12-18 00:00:00	 1	 
XF32A-0830-0021	 Concrete Pit for WWTP Plant Sludge Sump Plan	 A	 1	 2020-02-03 00:00:00	 1	 
XF32A-0830-0021C	 Calculation Sheet for Concrete Pit for WWTP Plant Sludge Sump	 A	 1	 2020-02-03 00:00:00	 1	 
XF32A-0830-0022	 Concrete Pit for WWTP Plant Sludge Sump Elevation & Detail	 A	 1	 2020-02-03 00:00:00	 1	 
XF32A-0830-0031	 Concrete Pit for WWTP Plant Neutralization Sump Plan	 A	 1	 2020-02-03 00:00:00	 1	 
XF32A-0830-0031C	 Calculation Sheet for Concrete Pit for WWTP Plant Neutralization Sump	 A	 1	 2020-02-03 00:00:00	 1	 
XF32A-0830-0032	 Concrete Pit for WWTP Plant Neutralization Sump Elevation	 A	 1	 2020-02-03 00:00:00	 1	 
XF32A-0830-0033	 Concrete Pit for WWTP Plant Neutralization Sump Detail	 A	 1	 2020-02-03 00:00:00	 1	 
XF32A-0870-0001	 Concrete Pit for SU-08602 Oily Wastewater Sump Plan (1)	 1	 1	 2019-12-19 00:00:00	 1	 
XF32A-0870-0001C	 Calculation Sheet for Concrete Pit for SU-08602 Oily Wastewater Sump	 1	 1	 2019-12-19 00:00:00	 1	 
XF32A-0870-0002	 Concrete Pit for SU-08602 Oily Wastewater Sump Plan (2)	 1	 1	 2019-12-19 00:00:00	 1	 
XF32A-0870-0003	 Concrete Pit for SU-08602 Oily Wastewater Sump Elevation (1)	 1	 1	 2019-12-19 00:00:00	 1	 
XF32A-0870-0004	 Concrete Pit for SU-08602 Oily Wastewater Sump Elevation (2)	 1	 1	 2019-12-19 00:00:00	 1	 
XF32A-0870-0005	 Concrete Pit for SU-08602 Oily Wastewater Sump Elevation (3)	 1	 1	 2019-12-19 00:00:00	 1	 
XF32A-0870-0006	 Concrete Pit for SU-08602 Oily Wastewater Sump Detail	 1	 1	 2019-12-19 00:00:00	 1	 
XF32A-0880-0001	 Concrete Pit for SU-08612 Oily Wastewater Sump-3 Plan	 1	 1	 2019-12-17 00:00:00	 1	 
XF32A-0880-0001C	 Calculation Sheet for Concrete Pit for SU-08612 Oily Wastewater Sump-3	 1	 1	 2019-12-17 00:00:00	 1	 
XF32A-0880-0002	 Concrete Pit for SU-08612 Oily Wastewater Sump-3 Elevation & Detail	 1	 1	 2019-12-17 00:00:00	 1	 
XF32A-0880-0011	 Concrete Pit for SU-08614 Oily Wastewater Sump-4 Plan & Elevation	 X	 1	 2020-01-31 00:00:00	 1	 
XF32A-0880-0011C	 Calculation Sheet for Concrete Pit for SU-08614 Oily Wastewater Sump-4	 X	 1	 2020-01-31 00:00:00	 1	 
XF32A-0880-0012	 Concrete Pit for SU-08614 Oily Wastewater Sump-4 Detail	 X	 1	 2020-01-31 00:00:00	 1	 
XF32A-0880-0021	 Concrete Pit for SU-08607 Sanitary Wastewater Sump-2 Plan	 1	 1	 2019-11-15 00:00:00	 1	 
XF32A-0880-0021C	 Calculation Sheet for Concrete Pit for SU-08607 Sanitary Wastewater Sump-2	 1	 1	 2019-11-15 00:00:00	 1	 
XF32A-0880-0022	 Concrete Pit for SU-08607 Sanitary Wastewater Sump-2  Elevation	 1	 1	 2019-11-15 00:00:00	 1	 
XF32A-0880-0023	 Concrete Pit for SU-08607 Sanitary Wastewater Sump-2  Detail	 1	 1	 2019-11-15 00:00:00	 1	 
XF32A-0910-0031	 Concrete Pit For SU-08606 Sanitary Wastewater Sump-1 Plan	 1	 1	 2019-11-20 00:00:00	 1	 
XF32A-0910-0031C	 Calculation Sheet for Concrete Pit for SU-08606 Sanitary Wastewater Sump-1	 1	 1	 2019-11-20 00:00:00	 1	 
XF32A-0910-0032	 Concrete Pit for SU-08606 Sanitary Wastewater Sump-1 Elevation	 1	 1	 2019-11-20 00:00:00	 1	 
XF32A-0910-0033	 Concrete Pit for SU-08606 Sanitary Wastewater Sump-1 Detail	 1	 1	 2019-11-20 00:00:00	 1	 
XF32A-0910-0041	 Concrete Pit For SU-08616 Oily Wastewater Sump-6 Plan	 _a	 1	 2019-12-23 00:00:00	 1	 
XF32A-0910-0042	 Concrete Pit for SU-08616 Oily Wastewater Sump-6 Elevation & Detail	 _a	 1	 2019-12-23 00:00:00	 1	 
XF33A-0870-0001	 Dike for Unit 870 Tank Plan (1)	 A	 1	 2019-10-22 00:00:00	 1	 
XF33A-0870-0001C	 Calculation Sheet For Dike for Unit 870 Tank	 A	 1	 2019-10-22 00:00:00	 1	 
XF33A-0870-0002	 Dike for Unit 870 Tank Plan (2)	 A	 1	 2019-10-22 00:00:00	 1	 
XF33A-0870-0003	 Dike for Unit 870 Tank Section & Detail (1)	 A	 1	 2019-10-22 00:00:00	 1	 
XF33A-0870-0004	 Dike for Unit 870 Tank Section & Detail (2)	 A	 1	 2019-10-22 00:00:00	 1	 
XF33A-0870-0005	 Dike for Unit 870 Tank Section & Detail (3)	 A	 1	 2019-10-22 00:00:00	 1	 
XF33A-0880-0001	 Dike for T-08704 Plan	 A	 1	 2019-10-24 00:00:00	 1	 
XF33A-0880-0001C	 Calculation Sheet For Dike for T-08704	 A	 1	 2019-10-24 00:00:00	 1	 
XF33A-0880-0002	 Dike for T-08704 Detail	 A	 1	 2019-10-24 00:00:00	 1	 
XF35A-0000-0001	 Foundation Location Overall Plan	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0100-0001	 Foundation Location Plan Area 100 (1/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0100-0002	 Foundation Location Plan Area 100 (2/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0100-0003	 Foundation Location Plan Area 100 (3/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0100-0004	 Foundation Location Plan Area 100 (4/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0100-0005	 Foundation Location Plan Area 100 (5/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0100-0006	 Foundation Location Plan Area 100 (6/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0400-0001	 Foundation Location Plan Area 400 (1/3)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0600-0001	 Foundation Location Plan Area 600 (1/4)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0600-0002	 Foundation Location Plan Area 600 (2/4)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0600-0003	 Foundation Location Plan Area 600 (3/4)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0600-0004	 Foundation Location Plan Area 600 (4/4)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0830-0001	 Foundation Location Plan Area 830 (1/3)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0830-0002	 Foundation Location Plan Area 830 (2/3)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0830-0003	 Foundation Location Plan Area 830 (3/3)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0840-0001	 Foundation Location Plan Area 840 (1/4)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0840-0002	 Foundation Location Plan Area 840 (2/4)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0840-0003	 Foundation Location Plan Area 840 (3/4)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0840-0004	 Foundation Location Plan Area 840 (4/4)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0860-0001	 Foundation Location Plan Area 860 (1/3)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0860-0002	 Foundation Location Plan Area 860 (2/3)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0860-0003	 Foundation Location Plan Area 860 (3/4)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0860-0004	 Foundation Location Plan Area 860 (4/4)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0870-0001	 Foundation Location Plan Area 870 (1/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0870-0002	 Foundation Location Plan Area 870 (2/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0870-0003	 Foundation Location Plan Area 870 (3/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0870-0004	 Foundation Location Plan Area 870 (4/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0870-0005	 Foundation Location Plan Area 870 (5/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0870-0006	 Foundation Location Plan Area 870 (6/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0880-0001	 Foundation Location Plan Area 880 (1/6)	 1	 1	 2020-01-10 00:00:00	 1	 
XF35A-0880-0002	 Foundation Location Plan Area 880 (2/6)	 1	 1	 2020-01-10 00:00:00	 1	 
